OTU_ID	TMCA10	TMCA11	TMCA12	TMCA1	TMCA2	TMCA3	TMCA4	TMCA5	TMCA6	TMCA7	TMCA8	TMCA9	TMCB10	TMCB11	TMCB12	TMCB1	TMCB2	TMCB3	TMCB4	TMCB5	TMCB6	TMCB7	TMCB8	TMCB9	TMCC10	TMCC11	TMCC12	TMCC1	TMCC2	TMCC3	TMCC4	TMCC5	TMCC6	TMCC7	TMCC8	TMCC9	TMCD10	TMCD11	TMCD12	TMCD1	TMCD2	TMCD3	TMCD4	TMCD5	TMCD6	TMCD7	TMCD8	TMCD9	TMCE11	TMCE12	TMCE1	TMCE2	TMCE3	TMCE4	TMCE5	TMCE6	TMCE7	TMCE8	TMCF10	TMCF11	TMCF12	TMCF1	TMCF2	TMCF3	TMCF4	TMCF5	TMCF6	TMCF7	TMCF8	TMCF9	TMCG10	TMCG12	TMCG1	TMCG3	TMCG4	TMCG5	TMCG6	TMCG7	TMCG8	TMCG9	TMCH10	TMCH11	TMCH12	TMCH1	TMCH3	TMCH4	TMCH6	TMCH7	TMCH8	TMCH9	TMCI10	TMCI11	TMCI12	TMCI1	TMCI2	TMCI3	TMCI4	TMCI5	TMCI6	TMCI7	TMCI8	TMCI9	TMCJ10	TMCJ11	TMCJ12	TMCJ1	TMCJ2	TMCJ3	TMCJ4	TMCJ5	TMCJ6	TMCJ7	TMCJ8	TMCJ9	TMCK10	TMCK11	TMCK12	TMCK1	TMCK2	TMCK3	TMCK4	TMCK5	TMCK6	TMCK7	TMCK8	TMCK9	TMCL10	TMCL11	TMCL12	TMCL1	TMCL2	TMCL3	TMCL4	TMCL5	TMCL6	TMCL7	TMCL8	TMCL9
239396	1	4	3	2	4	7	1	2	0	1	9	8	7	1	1	1	8	0	1	0	0	3	2	5	7	4	1	1	4	5	1	2	1	4	0	2	0	4	1	5	2	1	3	1	1	5	1	0	1	1	1	3	2	3	4	0	2	3	6	0	2	4	1	0	0	0	0	1	0	3	1	3	2	0	4	0	0	3	1	1	2	0	1	2	2	4	0	2	0	0	3	4	1	2	4	0	1	1	0	2	2	0	5	1	3	2	2	5	3	0	3	4	7	1	4	2	1	1	1	2	2	0	3	0	2	1	2	3	1	0	2	1	0	4	5	1	1	5
207848	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
571700	0	4	1	0	1	1	2	3	2	3	3	1	3	1	2	2	2	3	3	2	1	0	0	0	4	0	1	1	0	1	4	4	2	3	0	2	1	1	1	1	2	1	3	3	1	1	1	1	0	1	2	2	1	0	1	2	0	1	6	1	3	0	1	1	2	0	0	0	2	1	2	1	1	3	0	3	0	0	1	5	3	0	1	1	1	0	2	2	0	2	4	2	3	3	4	5	2	8	6	2	2	3	0	3	2	0	1	1	1	3	1	6	0	0	5	3	2	3	2	1	7	0	3	4	0	4	1	2	3	3	3	1	5	3	2	4	0	2
1104941	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	3	6	1	0	0	0	1	0	0	0	0	2	6	0	1	0	0	0	0	3	2	1	0	0	0	0	3	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	4	0	1	1	0	3	6	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	4	4	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	4	0	0	0	0	0	1	0	0	0	3	3	0	1	0	0	0	1	1	3	0	2	0	3	0	0	0	0	0	0	2	1	0	0	7	0	1	1
936318	7	3	2	1	7	11	11	7	11	9	4	6	0	4	0	3	5	9	0	4	2	5	5	7	12	2	2	0	2	7	5	2	1	6	1	3	3	3	3	0	1	0	2	5	5	2	5	3	1	6	2	2	1	7	3	7	13	7	3	1	4	2	1	5	6	8	7	4	3	5	3	2	5	1	2	7	4	1	8	4	2	2	2	1	4	7	5	7	2	5	2	1	2	0	4	0	1	0	5	0	2	3	1	0	0	1	1	2	1	1	4	2	2	3	1	0	3	0	0	3	3	3	3	1	4	1	1	1	1	1	0	0	2	1	0	1	2	0
315196	0	0	3	0	1	0	0	1	2	2	0	1	1	1	0	1	1	0	0	0	0	0	3	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	2	1	0	1	0	0	3	0	1	0	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
257611	3	0	0	0	0	0	2	1	4	0	2	1	2	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	3	2	1	0	0	0	0	1	0	3	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106498	13	8	8	16	8	10	4	3	0	5	7	6	14	2	10	10	4	10	7	7	8	5	17	10	9	7	10	9	12	4	4	2	2	8	15	6	8	13	10	9	8	29	10	17	8	6	9	5	7	6	7	12	12	12	7	1	5	6	5	9	12	10	12	9	4	1	7	4	15	4	20	7	7	13	6	17	5	3	10	15	17	8	9	10	13	2	4	13	23	7	19	13	7	5	6	5	3	3	5	5	15	7	9	15	6	1	10	7	6	10	5	14	10	4	13	9	7	2	4	4	9	4	7	5	10	3	14	5	7	6	9	10	6	6	22	15	21	5
1126217	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
586224	4	2	5	2	5	0	1	7	11	5	1	2	3	1	2	9	12	10	5	8	3	3	1	7	2	0	0	3	3	17	4	5	14	4	6	9	7	1	3	4	7	12	6	4	5	5	7	6	4	2	5	4	3	8	9	12	10	3	6	5	3	6	4	3	2	1	6	1	1	7	1	6	8	6	5	2	0	13	5	5	1	0	2	4	8	7	4	4	7	6	8	6	9	13	7	26	11	9	6	10	6	7	2	6	10	7	8	9	5	9	7	5	4	3	4	2	7	8	12	10	2	1	7	7	8	5	7	12	8	8	17	9	2	3	9	7	2	11
585878	11	8	3	6	9	8	5	7	8	2	6	1	8	7	3	8	3	13	10	7	4	7	4	7	3	2	7	14	11	10	3	3	5	6	4	14	10	6	7	10	15	21	17	7	4	3	6	10	10	4	15	20	23	11	7	4	15	10	8	7	5	7	10	7	6	6	6	10	4	3	10	7	9	14	7	2	12	6	2	11	9	6	0	10	9	7	11	7	7	10	3	7	4	8	10	7	21	5	3	17	5	13	1	5	6	8	12	8	9	5	2	4	4	2	2	9	1	12	14	8	6	3	5	6	6	13	7	6	6	18	20	15	7	3	3	9	6	4
532831	1	1	2	2	0	2	1	0	1	2	3	0	3	2	3	2	6	1	3	1	1	11	3	0	1	4	0	2	2	1	2	1	1	3	3	2	2	3	3	1	4	1	0	3	3	5	3	4	3	3	3	4	0	0	2	4	0	1	1	11	6	6	1	0	0	1	0	2	2	3	1	0	2	1	3	0	1	2	2	3	2	1	6	4	1	0	2	1	1	1	2	1	7	2	2	0	0	2	0	1	1	8	2	2	5	8	2	0	2	0	4	1	1	1	5	5	0	1	0	0	1	1	2	4	1	7	2	1	1	2	5	4	1	0	5	6	1	1
4345885	0	2	2	5	0	1	2	2	3	1	1	4	0	0	0	2	5	2	2	0	4	1	0	0	1	5	5	3	2	2	0	1	1	1	0	1	6	1	2	1	5	0	2	1	0	2	1	0	2	1	1	1	0	0	1	2	0	0	3	3	0	1	3	1	2	1	1	4	0	7	2	3	2	1	5	1	2	3	1	0	0	4	0	1	0	3	0	1	0	2	0	1	5	0	2	1	0	0	1	1	2	3	1	2	2	4	2	2	2	1	1	2	1	9	2	5	1	4	3	1	1	1	0	0	2	0	0	4	5	2	1	3	3	1	3	0	2	2
3334375	4	0	0	1	1	2	1	2	0	0	2	0	0	0	1	2	1	0	0	2	0	0	0	1	2	3	3	0	1	1	0	0	0	1	1	3	0	2	1	2	0	0	1	1	0	0	0	6	2	2	5	1	2	0	1	0	1	0	1	0	2	2	0	1	1	0	0	2	1	0	0	1	0	0	1	1	1	0	0	1	1	2	0	0	0	0	1	0	0	0	1	0	0	2	2	0	7	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	2	0	2	0	0	0
2294362	3	3	2	4	0	0	2	2	2	4	2	2	0	0	1	0	1	2	0	1	0	6	1	4	2	3	5	0	2	0	2	3	0	5	0	0	1	1	0	1	0	0	2	0	2	0	0	0	0	0	1	1	0	0	2	1	2	2	2	0	2	0	2	3	7	20	3	1	13	5	3	6	0	1	1	4	1	5	2	3	1	4	3	0	4	2	3	4	6	1	2	0	1	0	1	4	3	0	8	0	2	1	0	3	0	1	3	0	0	1	0	4	2	7	1	0	3	0	1	0	4	13	4	2	1	0	2	5	1	0	0	0	0	7	0	0	11	4
211171	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	1	1	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
214128	2	1	3	3	3	7	5	6	8	4	6	2	2	3	0	1	2	3	0	2	2	4	2	0	6	0	2	0	1	0	1	4	1	4	0	1	4	0	2	1	0	1	0	0	5	2	0	3	1	2	0	1	0	4	1	0	1	4	6	2	1	0	2	3	2	5	0	2	4	2	1	1	4	3	0	6	4	1	2	2	0	1	1	0	4	3	4	1	6	4	1	0	1	0	1	1	0	0	1	1	1	2	0	0	0	3	2	2	0	0	1	1	0	1	2	2	1	0	0	0	2	0	1	2	2	1	1	2	2	0	0	0	1	5	4	0	1	1
4298123	0	0	0	0	0	0	0	1	1	0	3	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206278	0	0	1	1	0	0	0	4	4	1	0	1	7	4	2	1	0	0	8	6	6	5	3	2	0	0	0	0	0	0	1	0	1	3	1	0	1	2	1	2	1	1	1	2	1	1	0	0	1	1	2	4	3	0	1	2	0	1	6	0	0	0	2	0	5	0	0	0	3	5	3	1	1	0	5	0	5	4	0	2	3	0	2	0	0	0	1	0	0	1	1	1	2	0	1	1	1	3	1	0	0	0	0	1	0	2	2	2	3	0	1	3	2	0	2	1	0	0	1	3	1	1	0	0	0	1	0	2	1	0	5	0	2	0	0	0	1	0
219369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1069076	0	1	1	2	0	2	1	0	3	1	3	1	0	1	0	1	2	0	1	2	1	1	2	0	1	0	0	1	0	0	0	2	0	2	3	2	0	2	0	5	2	2	1	0	2	1	3	0	0	0	1	5	6	2	1	2	0	0	2	2	0	1	1	1	2	1	0	3	0	2	1	0	1	0	1	0	0	1	0	0	1	2	1	1	0	0	0	0	1	1	0	4	0	0	1	3	1	6	1	1	0	0	1	1	2	3	0	2	2	6	4	0	1	1	2	3	1	1	2	3	1	0	0	3	0	0	1	2	0	0	1	3	0	0	3	0	2	3
4011113	2	8	0	0	1	2	2	0	1	2	4	1	1	2	1	4	1	1	0	0	3	0	2	0	4	1	2	3	0	3	2	3	3	6	12	4	0	0	5	4	3	7	7	17	15	3	3	1	2	1	3	3	13	1	1	7	2	5	0	0	0	0	2	3	1	2	1	6	5	1	1	0	5	2	4	5	3	2	4	5	2	0	1	3	5	7	4	2	4	1	1	1	2	2	2	5	5	3	4	0	4	2	6	5	1	1	1	1	5	2	4	4	1	1	1	4	1	6	0	3	2	0	3	4	1	3	4	2	3	3	3	7	2	5	2	5	4	0
246763	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3471578	1	1	1	2	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	1	2	0	0	2	1	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0
4354842	4	1	2	12	17	0	0	2	1	3	3	3	1	2	0	15	5	3	2	5	3	3	2	3	1	9	2	5	5	3	2	4	1	3	1	0	12	3	2	0	0	0	0	0	0	2	3	3	6	7	3	2	0	2	5	0	3	1	5	5	4	1	6	5	0	0	0	0	1	5	1	5	4	4	7	7	1	4	1	1	1	5	0	6	2	1	1	2	0	0	5	9	6	5	0	2	4	3	5	0	1	1	1	3	3	8	1	1	1	3	5	2	15	3	4	5	3	2	0	1	3	4	1	1	1	3	2	13	4	5	3	1	4	0	2	0	1	0
214815	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
27571	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589769	0	0	2	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
1112035	1	0	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	3	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	3	2	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
222649	8	4	4	2	2	6	4	2	4	6	9	5	6	3	2	0	3	5	1	0	10	4	5	7	4	10	16	3	4	1	11	6	2	9	7	8	6	5	7	4	9	1	1	4	6	2	6	12	9	7	3	7	1	6	2	3	3	11	9	7	3	4	7	1	6	4	5	5	11	2	3	3	4	4	4	8	6	3	8	5	7	5	3	3	8	7	6	1	5	7	4	3	8	3	1	2	12	4	4	0	5	5	3	8	2	3	8	5	1	0	1	5	3	3	4	5	5	1	3	6	2	4	12	4	4	5	8	7	1	2	5	1	2	3	5	1	4	2
1918929	1	1	3	0	2	0	2	5	4	3	11	4	5	4	3	2	0	0	3	9	9	1	2	2	2	2	0	1	2	3	4	7	0	12	1	0	1	2	0	0	0	0	2	2	7	0	0	0	0	1	3	1	1	0	1	0	1	0	1	1	0	1	0	0	0	3	2	2	1	1	1	1	0	1	0	3	1	1	0	0	1	2	2	0	2	0	1	1	2	1	1	2	2	2	2	2	2	0	1	5	4	5	1	2	1	2	1	1	0	0	1	4	0	3	0	0	2	0	2	1	4	1	4	2	3	1	4	0	1	1	6	0	3	5	2	0	1	3
218032	1	0	2	2	1	1	1	2	1	0	3	0	1	1	0	7	2	6	0	9	2	2	1	1	7	2	4	0	5	5	5	1	3	0	2	2	2	0	0	1	2	1	0	0	1	5	2	0	0	2	2	2	2	5	0	4	3	2	1	5	3	0	1	8	8	6	2	0	0	2	1	3	0	3	2	4	0	5	3	1	0	0	1	0	3	5	6	3	3	3	8	2	0	1	1	6	3	2	4	5	9	0	0	2	0	3	3	4	5	4	0	5	0	1	4	0	4	0	1	9	4	4	3	3	2	1	1	5	1	1	1	3	1	6	0	4	2	4
235803	0	0	1	0	1	0	4	2	2	1	0	1	2	1	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	1	0	0	0	0	2	0	0	1	0
547319	1	1	2	7	1	1	1	3	2	0	2	0	1	3	5	5	1	2	1	0	2	1	0	1	6	3	2	9	5	0	4	3	6	3	3	4	0	1	4	4	0	0	9	4	1	0	3	5	3	3	0	2	2	5	4	2	5	4	0	0	6	1	2	0	0	9	5	3	2	2	1	2	2	3	3	1	0	1	2	6	8	3	3	2	2	0	9	0	1	2	0	1	5	2	2	3	2	2	3	1	2	2	2	3	3	1	0	1	2	4	2	0	0	0	1	1	3	2	1	1	3	0	4	1	0	6	3	1	1	5	0	2	5	1	3	0	0	1
249571	0	2	3	1	0	1	1	6	1	6	1	4	4	1	2	1	0	1	5	7	3	3	4	0	1	1	0	1	0	0	4	1	2	0	2	0	0	3	1	2	1	3	1	2	0	1	4	2	0	0	2	3	1	5	5	1	1	2	0	0	0	2	1	2	0	1	2	1	5	0	2	0	1	0	3	2	0	2	1	0	1	1	1	0	4	4	1	0	0	1	0	0	0	0	0	1	0	1	3	1	0	3	1	2	0	0	0	0	0	2	1	2	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	1	2	0	0	1	0	0
744207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4479671	0	2	0	2	0	0	0	1	0	1	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
583875	1	0	1	2	6	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	1	1	4	3	4	2	0	0	2	0	0	0	0	0	1	2	0	3	1	1	0	0	2	0	0	0	0	0	1	3	1	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	2	3	3	0	1	1	2	0	0	1	2	0	4	1	1	0	0	0	4	2	4	3	1	4	1	2	1	0	0	0	0	0	2	3	1	0	0	3	0	0	1	0	6	0	1	2	0	3	2	2	0	0	0	0	0	0	0	4	1	1	0	0	1	1	2	1	1	1	0
764463	4	1	0	1	1	1	2	0	1	3	0	0	0	0	5	3	0	0	6	1	0	1	0	2	2	1	1	6	2	0	1	0	0	0	2	4	1	2	1	2	4	1	1	3	3	2	0	1	3	2	4	0	1	1	0	0	0	2	0	2	1	4	2	3	0	1	1	1	2	1	0	3	0	1	2	1	1	0	3	0	0	0	3	5	0	1	2	0	1	0	1	4	0	1	3	0	1	0	0	0	1	0	0	1	0	1	0	0	2	2	1	0	3	1	0	0	0	1	0	0	0	0	0	1	0	3	2	0	2	3	0	2	2	0	1	0	1	2
551647	4	4	3	8	9	8	2	1	2	3	5	3	7	5	5	7	4	9	7	7	9	4	6	2	6	2	3	6	1	12	7	6	5	4	26	5	0	3	7	12	19	14	19	8	6	9	7	5	0	3	13	20	34	5	13	5	6	11	5	0	4	17	12	6	8	0	4	1	2	5	3	3	1	5	1	0	5	12	7	7	6	4	19	6	10	3	8	5	12	5	7	6	6	10	5	25	26	26	11	25	14	17	17	12	26	13	5	11	12	23	45	3	11	7	28	14	15	11	5	12	8	5	2	8	11	14	4	4	3	7	13	27	3	8	5	9	2	1
4337513	3	2	0	0	0	1	0	0	0	2	0	1	4	3	0	0	0	0	1	1	0	0	3	0	0	1	0	0	1	1	1	4	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	4	0	0	0	0	0	0	3	3	2	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	1	0	1	3	1	0	0	0	0	0	0	3	0	0	0	1	5	1	3	1	0	0	0	0	2	1	1	0	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0
1902952	2	0	0	2	0	0	0	1	0	1	2	0	0	1	2	2	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	1	3	0	0	1	3	1	0	0	1	1	1	2	4	1	0	1	1	2	2	1	0	0	3	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	2	0	0	0	4	0	1	0	1	1	0	3	2	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	1	1	3	1	2	4	0	1	2	0	2	0	1	0	0	0	0	1	0	2	1	1	1	3	1	3	0	0	0	0	0	1	1	3
915631	1	1	0	0	0	0	2	0	0	1	0	1	2	1	0	1	1	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	2	1	2	1	0	1	3	1	0	0	2	0
509247	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252249	2	1	1	3	2	4	2	1	0	2	2	3	4	3	5	1	2	3	2	6	2	3	6	0	2	1	2	5	1	2	1	1	1	7	6	3	2	4	2	3	2	5	13	6	1	4	4	1	0	5	0	1	1	1	1	0	2	7	0	2	3	0	3	5	1	2	3	3	2	1	1	0	2	1	0	3	1	2	4	3	0	3	1	4	1	6	3	1	2	1	4	1	1	4	1	0	7	0	2	2	3	2	3	4	4	3	0	2	2	2	1	3	0	1	2	7	0	1	1	0	0	1	1	2	1	5	1	0	0	1	4	0	0	4	1	5	3	0
1126654	3	6	1	5	1	0	0	0	0	0	1	0	5	5	7	0	0	1	0	0	0	0	0	3	1	2	5	0	1	1	0	0	0	0	0	0	7	3	4	0	0	0	0	0	0	0	0	4	4	1	1	0	1	0	1	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	3	2	0	2	0	0	0	0	0	0	7	4	9	2	0	0	1	0	1	0	1	4	4	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1
216925	5	12	8	9	1	9	5	2	5	7	1	2	5	11	10	0	11	11	9	2	12	3	3	0	8	10	12	16	20	14	7	0	5	8	9	12	14	13	11	12	18	20	15	7	10	11	15	13	22	12	15	13	14	12	7	13	1	7	15	21	16	14	10	12	25	7	5	16	7	2	12	7	13	10	14	10	7	3	14	5	15	10	16	8	6	18	12	1	11	5	18	16	18	11	17	17	11	23	9	7	17	18	10	20	14	12	12	11	16	18	5	6	6	12	2	15	3	21	7	6	5	5	6	8	15	14	21	26	11	24	17	14	21	5	7	15	42	22
