	KMD10	KMD11	KMD12	KMD13	KMD15	KMD16	KMD17	KMD18	KMD19	KMD1	KMD20	KMD21	KMD22	KMD23	KMD24	KMD25	KMD26	KMD27	KMD28	KMD29	KMD2	KMD30	KMD31	KMD32	KMD33	KMD34	KMD35	KMD36	KMD37	KMD38	KMD39	KMD3	KMD40	KMD41	KMD42	KMD43	KMD44	KMD4	KMD5	KMD6	KMD7	KMD8	KMD9	RL10	RL11	RL12	RL13	RL14	RL15	RL16	RL17	RL18	RL19	RL1	RL20	RL21	RL22	RL23	RL24	RL25	RL26	RL27	RL28	RL29	RL2	RL30	RL31	RL32	RL33	RL34	RL35	RL36	RL37	RL38	RL39	RL3	RL40	RL41	RL42	RL43	RL44	RL45	RL46	RL47	RL48	RL49	RL4	RL50	RL51	RL52	RL53	RL54	RL55	RL56	RL57	RL58	RL59	RL5	RL60	RL61	RL62	RL63	RL64	RL65	RL66	RL67	RL68	RL69	RL6	RL70	RL71	RL7	RL8	RL9	TMCA10	TMCA11	TMCA12	TMCA1	TMCA2	TMCA3	TMCA4	TMCA5	TMCA6	TMCA7	TMCA8	TMCA9	TMCB10	TMCB11	TMCB12	TMCB1	TMCB2	TMCB3	TMCB4	TMCB5	TMCB6	TMCB7	TMCB8	TMCB9	TMCC10	TMCC11	TMCC12	TMCC1	TMCC2	TMCC3	TMCC4	TMCC5	TMCC6	TMCC7	TMCC8	TMCC9	TMCD10	TMCD11	TMCD12	TMCD1	TMCD2	TMCD3	TMCD4	TMCD5	TMCD6	TMCD7	TMCD8	TMCD9	TMCE10	TMCE11	TMCE12	TMCE1	TMCE2	TMCE3	TMCE4	TMCE5	TMCE6	TMCE7	TMCE8	TMCE9	TMCF10	TMCF11	TMCF12	TMCF1	TMCF2	TMCF3	TMCF4	TMCF5	TMCF6	TMCF7	TMCF8	TMCF9	TMCG10	TMCG11	TMCG12	TMCG1	TMCG2	TMCG3	TMCG4	TMCG5	TMCG6	TMCG7	TMCG8	TMCG9	TMCH10	TMCH11	TMCH12	TMCH1	TMCH2	TMCH3	TMCH4	TMCH5	TMCH6	TMCH7	TMCH8	TMCH9	TMCI10	TMCI11	TMCI12	TMCI1	TMCI2	TMCI3	TMCI4	TMCI5	TMCI6	TMCI7	TMCI8	TMCI9	TMCJ10	TMCJ11	TMCJ12	TMCJ1	TMCJ2	TMCJ3	TMCJ4	TMCJ5	TMCJ6	TMCJ7	TMCJ8	TMCJ9	TMCK10	TMCK11	TMCK12	TMCK1	TMCK2	TMCK3	TMCK4	TMCK5	TMCK6	TMCK7	TMCK8	TMCK9	TMCL10	TMCL11	TMCL12	TMCL1	TMCL2	TMCL3	TMCL4	TMCL5	TMCL6	TMCL7	TMCL8	TMCL9
OTU4074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	8	161	129	27	154	101	50	59	18	20	168	19	2	17	46	3	22	19	48	33	17	69	46	3	71	22	33	135	0	126	109	65	33	99	142	105	122	40	43	0	0	0	3	179	178	154	1	371	62	63	23	0	12	32	113	127	14	120	123	142	25	32	1	180	23	24	47	177	0	177	21	0	29	0	37	0	176	0	400	106	16	28	8	58	0	132	10	50	6	1	8	517	84	18	352	29	56	1	6	132	72	2	31	594	281	5	387	79	24	18	54	148	0	130	0	280	69	273	16	7	29	129	47	109	11	24	23	211	30	19	12	52	41	7	18	36	108	0	69	6	75	56
OTU2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
OTU1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	14	0	0	0	0	13	0	0	0	4	0	0	1	0	0	0	0	0	8	44	4	17	11	4	6	0	21	0	108	1	0	2	2	0	11	0	0	0	0	0	5	0	0	0	0	0	1	4	1	0	6	1	10	187	0	0	0	1	12	2	1	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	7	0	0	0	0	0	71	29	0	13	0	0	0	0	0	0	0	0	5	0	15	0	0	0	0	4	12	0	0	0	0	4	0	0	7	4	0	0	0	6	0	0	0	0	1	0	0	0	7	0	0
OTU149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	7	77	5	3	14	22	39	0	5	12	32	16	0	18	16	1	8	4	4	37	84	40	78	60	52	11	8	4	1	0	29	0	0	38	59	74	8	10	0	0	0	1	10	19	0	17	0	100	114	0	3	0	7	0	0	18	1	53	179	19	6	0	0	2	0	1	35	0	84	25	0	0	0	1	28	0	5	0	55	30	48	24	5	59	31	20	3	17	2	1	3	23	55	0	138	0	134	100	15	49	0	10	10	77	50	0	37	11	13	0	0	26	0	6	23	72	1	201	10	22	0	63	8	11	9	0	0	26	8	12	0	11	71	41	0	17	15	5	14	45	5	40
OTU141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	4	13	0	15	47	6	26	10	116	14	94	51	33	5	0	2	32	53	14	13	96	114	2	15	36	27	0	6	0	64	122	0	70	79	30	29	10	0	0	17	36	38	43	7	35	27	0	1	3	24	4	24	35	61	68	22	0	114	27	12	36	0	3	5	5	8	37	0	63	16	14	0	0	1	0	0	9	0	108	20	160	16	27	0	18	1	2	19	2	1	179	20	52	44	28	25	20	22	0	32	32	265	36	20	191	97	35	14	2	7	0	34	0	53	30	65	58	33	2	17	16	17	0	10	25	2	109	14	71	112	0	0	8	12	0	2	35	32	136	38	66	92
OTU506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	0	1	22	1	6	2	10	0	165	6	35	20	0	35	0	0	1	0	0	7	0	14	0	5	3	9	4	0	0	5	5	0	0	11	9	8	6	0	0	2	0	0	0	10	1	0	0	4	4	0	1	0	3	0	2	0	0	0	9	26	2	0	3	1	0	7	0	0	3	0	0	0	1	0	4	0	13	0	8	2	0	0	8	0	30	0	1	0	2	0	0	5	1	0	2	0	50	0	16	4	3	2	5	13	56	0	2	1	37	0	0	0	0	0	0	8	0	0	8	0	3	0	0	0	0	7	0	0	7	7	33	7	11	0	0	0	1	7	2	3	6	3
OTU129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	58	0	0	29	18	16	15	9	25	30	0	0	0	10	0	0	13	133	26	0	0	0	0	0	55	0	1	45	0	0	23	15	25	2	16	0	0	0	84	104	69	0	31	0	11	0	6	0	0	0	26	13	40	1	0	22	30	278	99	0	0	0	0	0	1	198	6	48	0	84	0	0	0	12	1	21	0	0	0	15	0	0	0	0	2	0	0	1	34	0	3	25	0	0	2	0	0	191	0	155	20	56	244	46	375	0	0	0	58	0	0	0	110	1	56	0	0	43	4	0	0	0	0	50	18	5	26	10	55	0	1	0	0	0	68	0	199	2	0	0	0	0	0
OTU3897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	1	7	2	0	4	0	0	0	25	0	5	8	0	0	0	2	2	1	0	0	4	42	0	0	2	3	24	1	0	0	4	50	0	6	8	17	0	5	4	0	0	9	4	0	5	5	0	5	2	6	12	7	4	7	5	1	0	4	8	3	4	2	0	0	0	5	2	3	4	0	0	0	0	0	0	0	3	0	6	1	9	0	0	0	0	11	1	9	0	0	13	1	0	0	3	0	14	41	3	6	16	8	4	2	1	28	0	1	5	0	0	7	0	2	5	4	0	8	1	3	8	3	0	1	7	15	0	6	4	7	23	0	5	13	0	1	9	5	0	13	2	0
OTU1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	115	8	0	0	0	1	0	0	0	0	0	0	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU3540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	108	12	44	25	80	15	11	78	47	0	1	21	0	0	21	26	0	9	0	9	9	5	32	21	10	47	0	51	78	0	84	47	17	0	78	69	108	122	69	0	0	14	0	4	8	49	74	0	82	37	144	115	0	13	33	169	84	0	77	182	74	21	25	1	45	20	5	37	50	0	58	27	0	45	0	10	1	78	0	148	34	8	10	0	52	109	104	10	27	3	0	18	98	14	0	77	20	28	54	148	266	10	0	14	96	3	76	236	10	20	1	0	79	0	0	82	263	45	54	3	14	0	165	13	32	16	7	0	100	5	0	3	11	18	60	64	25	30	7	0	0	18	26
OTU5156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	13	26	20	0	0	0	0	0	0	78	0	1	0	0	0	0	0	0	0	0	0	36	0	0	5	8	2	47	0	0	0	0	0	55	0	0	0	0	5	0	45	0	0	1	0	1	0	0	0	6	15	10	12	0	0	0	0	0	13	7	7	17	0	5	16	0	0	0	0	0	0	0	30	0	0	0	0	38	0	20	1	13	0	0	0	0	31	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	2	50	8	0	0	9	0	0	0	0	3	0	0	0	0	0	78	0	49	4	0	1	0	0	0	0	0	1	2254
OTU622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	5	0	3	5	4	1	0	1	0	6	0	3	2	0	0	0	4	6	0	0	0	6	0	0	0	1	11	7	10	0	2	4	4	291	32	5	3	7	15	0	96	69	14	5	11	6	17	0	0	4	85	35	29	3	32	0	9	104	1	3	0	44	6	1	8	1	0	1	1	0	0	8	20	18	0	0	0	0	0	0	0	0	19	74	2	129	3	20	1	2	0	2	4	0	7	1	41	5	62	1	7	18	17	0	3	2	40	3	2	13	14	1	8	0	4	12	1	18	0	0	0	3	6	33	10	2	18	27	0	2	11	1	1	1	0	103	54	0	0	0	0	3	0
OTU4893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	5	0	11	0	0	0	8	2	0	0	0	1	0	0	0	0	0	0	9	1	6	0	0	0	1	0	0	0	0	0	0	0	0	8	1	0	0	1	0	0	0	0	0	1	1	0	1	0	4	1	0	0	0	0	0	0	0	0	0	5	0	12	0	0	11	0	0	0	0	0	0	3	0	30	0	0	0	0	0	2	0	0	34	21	2	5	0	0	0	9	2	2	0	0	0	2	0	1	0	0	0	0	0	2	7	0	0	0	0	13	1	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	32	0	0	0	0	1	0	1
OTU3241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	5	0	0	0	9	0	0	7	10	7	1	0	0	0	0	0	3	4	2	10	17	20	0	2	10	0	15	0	0	20	16	19	13	15	5	0	15	109	0	14	5	0	0	0	4	0	5	1	9	2	3	3	4	0	7	0	20	7	0	3	2	0	2	0	10	1	0	0	33	0	0	4	0	0	0	0	0	7	0	40	78	13	0	3	0	0	0	4	1	7	8	2	6	8	8	2	2	6	0	4	0	2	4	0	7	17	0	0	2	0	2	0	0	0	12	0	10	21	1	10	0	4	11	103	0	0	3	13	4	1	1	11	25	4	6	0	6	48	3
OTU1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	1	0	0	3	2	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	9	15	2	4	0	0	0	0	16	0	3	2	0	19	0	1	2	0	0	2	9	0	100	0	15	0	1	0	0	0	0	0	0	2	26	3	0	0	0	15	0	0	1	2	1	1	0	2	0	7	4	0	0	0	4	0	0	0	0	0	8	0	6	1	11	14	0	0	0	0	0	0	3	0	0	0	3	0	0	1	0	0	194	14	0	6	0	2	0	0	7	0	0	0	5	0	6	0	31	0	0	4	0	0	0	0	10	3	7	0	78	10	0	0	2	10	18	2	0	0	5	0	0	0	2	0	0	0	3	8	0	8	3	17	0	15	1	0	0	18	9	7
OTU655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	2	4	2	10	5	0	0	4	2	1	5	3	4	8	2	0	8	2	2	3	4	8	0	0	4	2	3	2	0	5	3	0	0	6	6	3	1	1	2	4	7	0	1	0	1	1	0	1	3	12	1	5	0	1	1	5	17	2	0	4	1	0	0	1	0	2	0	0	0	7	0	0	0	0	0	0	1	0	0	0	5	0	1	9	0	0	1	9	2	0	19	1	6	0	0	10	0	0	6	11	3	9	2	1	22	0	0	12	2	0	1	6	0	6	0	0	0	0	0	2	1	1	4	2	9	0	1	2	0	5	4	1	0	15	0	30	5	1	3	0	2	0
OTU123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	17	7	12	19	5	5	7	1	9	7	3	2	22	26	8	0	2	17	3	2	78	10	30	5	34	48	51	7	15	0	53	4	62	24	34	24	65	22	12	4	25	45	40	2	47	32	20	0	45	29	20	2	23	26	94	33	22	9	64	100	42	41	6	7	4	6	47	10	5	22	1	23	0	5	0	0	0	34	0	5	7	40	12	71	50	42	30	7	16	15	2	9	59	9	5	49	40	117	24	39	59	77	41	86	27	113	11	66	74	20	0	0	18	0	57	3	48	0	36	25	56	53	13	3	3	15	2	32	97	67	37	47	10	21	34	1	6	19	32	83	60	78	43
